,Company_Name,Exchange:Ticker,Industry,Rating,Mean_TEV_BV,LOG_Mean_TEV_BV,TEV_BV_SD,Hi-TEV_BV,Lo-TEV_BV,EBITDA_Mean,EBITDA_SD,LOG_EBITDA_SD,EBITDA_SD_TEV,LOG_EBITDA_SD_TEV,Hi-EBITDA_SD,Lo-EBITDA_SD,EL_2013,EL_2014,EL_2015,EL_2016,EL_2017,EL_2018,EL_2019,EL_2020,EL_2021,EL_2022,Mean_EL,EL_SD,LM_2013,LM_2014,LM_2015,LM_2016,LM_2017,LM_2018,LM_2019,LM_2020,LM_2021,LM_2022,Mean_LM,LM_SD,BL_2013,BL_2014,BL_2015,BL_2016,BL_2017,BL_2018,BL_2019,BL_2020,BL_2021,BL_2022,Mean_BL,BL_SD,TEV_BV_2013,TEV_BV_2014,TEV_BV_2015,TEV_BV_2016,TEV_BV_2017,TEV_BV_2018,TEV_BV_2019,TEV_BV_2020,TEV_BV_2021,TEV_BV_2022
73,Darling Ingredients Inc. (NYSE:DAR),NYSE:DAR,Consumer Staples,BB+,1.364355452,0.310682121,0.572175829,1,0,477.91,169.5505723,5.133151244,0.026598338,-3.626906554,0,1,0.061036373,0.002882623,0.439071027,0.404666864,0.373991544,0.334554385,0.315980483,0.314067391,0.124764424,0.10675227,0.247776738,0.157614078,0.453283996,0.047463661,4.203414233,4.258521363,3.688908927,3.606461746,3.749282297,4.070883055,2.760820046,1.691905436,2.853094476,1.575451506,0.09469209,0.00493203,0.398654052,0.37266311,0.348318433,0.32419023,0.320530126,0.319102763,0.280690503,0.253191385,0.271696472,0.125825382,1.551404277,1.71095219,0.907948893,0.92091333,0.931353768,0.969021016,1.014398495,1.016032776,2.249763953,2.371765818
74,"DCP Midstream, LP (NYSE:DCP)",NYSE:DCP,Energy,BB+,1.062862982,0.060966193,0.388660665,0,1,535.5,138.8390355,4.933315244,0.01482224,-4.211626504,0,1,0.28371768,0.228686753,0.338454654,0.379409737,0.524055566,0.404922059,0.488145947,0.684985926,0.47795113,0.410880362,0.422120981,0.130291841,4.966360856,4.89769821,4.27306968,5.63255814,9.568141593,8.012323944,7.037135279,8.089812332,11.79331942,9.783687943,7.405410739,2.488906031,0.450735498,0.419312459,0.396539671,0.44221289,0.397178752,0.327929096,0.371933268,0.427196149,0.435980551,0.412406577,0.408142491,0.036902321,1.588676103,1.833566893,1.171618315,1.165528574,0.75789435,0.809857328,0.761930464,0.623656827,0.912186463,1.003714499
75,Derichebourg SA (ENXTPA:DBG),ENXTPA:DBG,Industrials,BB+,0.621219097,-0.476071446,0.207159604,0,1,220.95,87.24975963,4.468774806,0.074871289,-2.591984782,1,0,0.564636752,0.828978159,0.389969736,0.350078906,0.201050842,0.106206677,0.167691615,0.226310648,0.197019301,0.145809414,0.317775205,0.226557707,2.323715306,5.553233181,2.212139792,1.937409025,1.924556213,0.557041371,0.490135905,0.690854871,1.924582339,0.603644045,1.821731205,1.50916646,0.350711294,0.355137845,0.238577002,0.204533231,0.192755019,0.080925206,0.068104288,0.081851372,0.183114583,0.0800056,0.183571544,0.108454847,0.621127286,0.428404344,0.611783376,0.584248944,0.958737684,0.761959689,0.406128168,0.36167707,0.929424588,0.548699822
76,"Diamondback Energy, Inc. (NasdaqGS:FANG)",NasdaqGS:FANG,Energy,BBB-,1.778088868,0.575539118,0.704326197,1,0,1444.94,1658.900371,7.413910235,0.123811101,-2.088998254,1,0,-0.017868188,0.104365797,0.108281434,0.067649271,-0.050096942,0.098795547,0.18922289,0.379942951,0.257534148,0.189285401,0.132711231,0.127355621,-0.421393841,2.063138347,1.247672614,1.600068423,-1.127942064,1.374106514,2.364496383,1.427638738,4.202354673,1.200119,1.393025879,1.454315244,-0.042854788,0.292060988,0.2078178,0.170029447,-0.104809615,0.175640201,0.196749398,0.223024946,0.324138714,0.264258887,0.170605598,0.13878655,2.398384704,2.798435857,1.919237603,2.51339659,2.092136008,1.777814953,1.039775884,0.586995878,1.258624212,1.396086994
77,DS Smith Plc (LSE:SMDS),LSE:SMDS,Materials,BBB-,1.110099564,0.104449709,0.3175724,0,1,784.13,249.4354873,5.519200314,0.032868204,-3.415249525,1,0,-0.113855117,0.208268072,0.21065955,0.160513907,0.245105797,0.148832282,0.300376383,0.363697356,0.241245413,0.345730763,0.211057441,0.134778441,-1.685625,2.362950996,1.902754821,1.536494786,2.490619416,1.903612903,2.536814791,2.591545752,2.806464981,2.501040531,1.894667398,1.317338688,-0.15971811,0.234606405,0.231398037,0.212060876,0.28027815,0.25372775,0.269392395,0.278700797,0.249275309,0.209999917,0.205972153,0.130910395,1.402818903,1.126463617,1.098445509,1.321137089,1.14349866,1.70478975,0.896849453,0.766298661,1.033285174,0.607408825
78,"DT Midstream, Inc. (NYSE:DTM)",NYSE:DTM,Energy,BB+,0.258758878,-1.351858623,0.517517757,0,1,594.5,23.33452378,3.149933971,0.002760796,-5.892236239,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349144,0.349144,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.498269896,4.829787234,5.164028565,0.472688624,NA,NA,NA,NA,NA,NA,0.340578224,0.375240786,0.380963798,0.361376439,0.364539812,0.017966847,NA,NA,NA,NA,NA,NA,0,0,0,1.035035513
79,DXC Technology Company (NYSE:DXC),NYSE:DXC,IT,BBB-,1.203593076,0.185311313,1.196458446,1,0,2262.45,1237.082689,7.120511217,0.084107853,-2.475655342,1,0,0.228046526,0.071460473,0.044172242,0.052152162,0.058410971,0.052104871,0.28886353,0.369596908,0.573390961,0.3728248,0.211102344,0.185618232,1.063512638,0.316012227,0.360615883,0.459459459,1.414141414,0.53659306,1.111179487,1.375495276,3.099563665,2.081165453,1.181773856,0.87934034,0.1466619,0.059728024,0.03907279,0.043244301,0.180972079,0.196352303,0.159694584,0.152600257,0.300469123,0.181504674,0.146030003,0.080654436,0.64312271,0.835819038,0.884555273,0.829194795,3.098254912,3.768405864,0.552837475,0.412882938,0.52402138,0.486836374
80,"Dynatrace, Inc. (NYSE:DT)",NYSE:DT,IT,BB+,3.17791533,1.156225425,3.010713953,1,0,29.925,122.7450576,4.810109502,0.010241927,-4.581265488,0,1,NA,NA,NA,NA,NA,NA,NA,0.027768422,0.00784953,-0.011644805,0.007991049,0.019706995,NA,NA,NA,NA,NA,NA,-97.94375,-2.418907905,0.844509948,-1.012224939,NA,48.55916703,NA,NA,NA,NA,NA,-0.040863612,0.865131942,0.144999756,0.050793369,-0.048872624,0.194237766,0.383234586,NA,NA,NA,NA,NA,0,0,5.221749963,6.470880241,4.196946445
81,easyJet plc (LSE:EZJ),LSE:EZJ,Industrials,BBB-,0.881474868,-0.126158789,0.355001818,0,1,539.12,917.0861099,6.821201372,0.127894418,-2.056550213,1,0,0.017596649,-0.09361464,-0.075648917,-0.076351108,-0.041910287,-0.056828809,-0.106171774,0.132522324,0.158554395,0.226471478,0.008461931,0.120258506,0.158706931,-0.923344235,-0.607938904,-0.562083689,-0.468343745,-0.399232082,-0.587713311,0.406147744,-1.005737988,-1.513372162,NA,0.550351006,0.017228432,-0.126469929,-0.094158747,-0.090094036,-0.0388461,-0.058447317,-0.056627351,0.040796406,0.132774781,0.096489633,-0.017735423,0.086193786,0.979074604,1.350963154,1.244680705,1.179996441,0.926886991,1.02848042,0.533355987,0.307845539,0.837408391,0.426056445
82,Ecopetrol S.A. (BVC:ECOPETROL),BVC:ECOPETROL,Energy,BB+,1.048720747,0.047571085,0.235810531,0,1,9187.74,3551.02501,8.174991576,0.0691614,-2.671312372,1,0,0.026154182,0.071989908,0.233418736,0.421458861,0.396266401,0.208994179,0.183132503,0.279189297,0.311473684,0.348484957,0.248056271,0.130514689,0.172346192,0.420249481,1.414365609,2.693092223,1.904764737,1.257660535,0.863528813,1.281220196,2.133661261,1.512830315,1.365371936,0.764147692,0.038887285,0.088834763,0.225595732,0.367593877,0.323173501,0.276918912,0.209360715,0.220623777,0.286540195,0.325393602,0.236292236,0.104722149,1.486847701,1.233989117,0.966485106,0.872193969,0.815546057,1.325007779,1.143219862,0.790230068,0.919949935,0.933737871
83,Elekta AB (publ) (OM:EKTA B),OM:EKTA B,Health Care,BBB-,1.719716695,0.542159565,0.408249635,1,0,236.59,61.40013482,4.117412031,0.013540095,-4.302099972,0,1,0.049126638,0.058940443,0.102664188,0.096859399,0.049564308,0.018515527,0.010586487,0.06702,0.038571429,0.090019569,0.058186799,0.031528687,0.869812393,1.092757306,2.219691896,1.792158969,1.186978297,0.387901861,0.213955638,1.316866934,0.86746988,1.035714286,1.098330746,0.595423535,0.121732904,0.12512731,0.130678233,0.1376991,0.090155966,0.033810191,0.018288107,0.101697828,0.073524406,0.099529956,0.0932244,0.040641904,2.477940884,2.122944857,1.272870662,1.42163902,1.818969525,1.826045277,1.727495359,1.517425076,1.906188304,1.105647989
84,Elis SA (ENXTPA:ELIS),ENXTPA:ELIS,Industrials,BB+,0.773994059,-0.256191081,0.44234311,0,1,759.7111111,294.0699893,5.683817798,0.044922072,-3.102826029,1,0,NA,NA,0.542937629,0.420479763,0.346299178,0.444920737,0.513173987,0.636221819,0.522186996,0.562383203,0.498575414,0.09096499,NA,5.774064733,4.540769372,3.240887803,3.362370022,7.17434688,3.757714397,3.708901714,4.467247626,3.810445955,4.426305389,1.287492896,0.796066824,0.660885254,0.651335938,0.450993171,0.438637353,0.413468978,0.432453929,0.46103762,0.474380303,0.44763811,0.522689748,0.130990791,0,0,1.199651494,1.072568077,1.266642779,0.929309299,0.842704307,0.724649181,0.908449093,0.795966357
85,"EMCOR Group, Inc. (NYSE:EME)",NYSE:EME,Industrials,BBB-,0.959278831,-0.041573495,0.184824786,0,1,456.38,120.8693675,4.794710355,0.03043204,-3.492259281,1,0,-0.1957599,-0.028559936,-0.03427355,-0.061744822,-0.01055618,-0.035525543,-0.013913008,0.055466681,-0.057460655,-0.052284906,NA,0.063170865,-1.4726094,-0.256781193,-0.285714286,-0.473002755,-0.096698665,-0.333262712,-0.132929924,0.372490313,-0.599184339,-0.445890194,NA,0.469993633,-0.146213511,-0.02458236,-0.028503983,-0.048465859,-0.01072059,-0.039663128,-0.016655253,0.043785194,-0.07253446,-0.051641122,-0.039519507,0.04869049,0.746902256,0.860728815,0.831661257,0.784938042,1.015574707,1.116467889,1.197099393,0.789396323,1.262332636,0.987686992
86,Energy Transfer LP (NYSE:ET),NYSE:ET,Energy,BBB-,1.102135329,0.097249506,0.19056674,0,1,7071,3316.882372,8.106780576,0.039351238,-3.235227853,1,0,0.408686918,0.313890512,0.32337961,0.491728569,0.486806467,0.48119831,0.474899833,0.59507882,0.586656069,0.505253205,0.466757831,0.094822656,7.855817273,5.96071711,6.455674145,7.325141015,8.338435049,6.53540484,4.76981803,5.179014818,4.220940622,4.660419373,6.130138228,1.41976949,0.450106331,0.44921518,0.461083713,0.51078116,0.552233133,0.507246713,0.51683929,0.522647591,0.546161608,0.474033389,0.499034811,0.038111416,1.101347538,1.431120604,1.425828031,1.038746155,1.134399747,1.054132366,1.088312218,0.878282966,0.930974102,0.938209564
87,EnerSys (NYSE:ENS),NYSE:ENS,Industrials,BB+,1.370968083,0.31551712,0.215176197,1,0,330.68,14.75780773,2.69177228,0.00434809,-5.438018683,0,1,0.042463298,-0.021407008,0.025232526,0.084386874,0.061053187,0.0302208,0.022898,0.208683592,0.201156899,0.172883446,0.082757161,0.082055856,0.313287154,-0.22464,0.234522111,0.765830721,0.697106691,0.30999121,0.241258741,2.092224745,2.737870003,1.817619328,0.89850707,0.97378382,0.051688312,-0.035313648,0.035402041,0.114340541,0.104447957,0.046140427,0.030519924,0.236450516,0.271738801,0.17815063,0.10335655,0.098250408,1.217246753,1.649630263,1.403032,1.354956473,1.710769925,1.526777148,1.332864208,1.133057533,1.35087985,1.030466674
88,"EnLink Midstream, LLC (NYSE:ENLC)",NYSE:ENLC,Energy,BB+,1.156325995,0.145247733,0.792819808,0,1,793.14,293.0148999,5.680223461,0.029768693,-3.514298005,1,0,NA,0,0.158469197,0.324597182,0.307020594,0.336341428,0.376343339,0.624632554,0.539110874,0.397449608,0.340440531,0.185462963,0,0,2.795254334,4.425087108,4.268056898,3.923231646,3.839315785,4.526628334,4.696838064,4.105737096,3.258014927,1.7951899,0,0,0.192745941,0.319453324,0.300752246,0.333172009,0.405073826,0.514396195,0.543732239,0.521348076,0.313067386,0.199076161,0,3.172482466,1.216299098,0.984153103,0.979583297,0.990576781,1.07634116,0.82351807,1.008572197,1.31173378
89,"Entegris, Inc. (NasdaqGS:ENTG)",NasdaqGS:ENTG,IT,BB+,2.574867835,0.945798207,1.471489201,1,0,358.66,195.4419618,5.275263465,0.032607899,-3.423200732,1,0,-0.335439403,-0.331693848,0.1602702,0.133257353,0.049658822,0.009765041,0.084973399,0.073616236,0.034857265,0.041562509,NA,0.177482797,-2.593634345,-2.903323263,1.593923834,1.314878893,0.625833626,0.127140633,1.04007286,1.464892152,0.987184051,0.810065587,0.246703403,1.635825674,-0.431792976,-0.439163715,0.211395494,0.184611648,0.10491321,0.024795061,0.197100449,0.253726005,0.190081228,0.189604937,0.048527134,0.262775482,1.287245841,1.324003199,1.318994382,1.385376814,2.1126802,2.539166076,2.319554712,3.446603871,5.453130891,4.561922366
90,EQT Corporation (NYSE:EQT),NYSE:EQT,Energy,BBB-,1.055824799,0.054322261,0.483352393,0,1,1303.54,985.8391273,6.893493184,0.061872179,-2.78268465,1,0,0.158852031,0.091781308,0.108867189,0.090007485,0.123006288,0.232204524,0.546765525,0.622920647,0.470711118,0.242529121,0.268764524,0.202124546,2.498241501,1.068805267,0.909525881,0.974065848,1.886295929,3.530837916,2.542883592,2.309692467,5.741487144,-4.979160929,1.648267461,2.740120107,0.264873049,0.169105708,0.156363727,0.106688513,0.122763024,0.202251834,0.265132979,0.284297046,0.273674331,0.251015856,0.209616607,0.066832111,1.667419971,1.842485269,1.436279642,1.185329346,0.998022349,0.871007296,0.484911661,0.45639368,0.581406134,1.034992641
91,Eutelsat Communications S.A. (ENXTPA:ETL),ENXTPA:ETL,Communication,BBB-,1.046551795,0.045500755,0.358248136,0,1,1213.55,139.5179658,4.93819338,0.015869499,-4.143356344,0,1,0.295992151,0.285788803,0.43237,0.438433435,0.32912612,0.408577767,0.374154288,0.558989287,0.49811254,0.524049676,0.414559407,0.094471445,2.350525906,2.328925174,4.172065427,2.897750511,2.813143375,2.55309973,2.520112016,3.085957208,3.050112867,3.247582205,2.901927442,0.547346396,0.478812214,0.473724661,0.542518142,0.43185015,0.346306303,0.36733518,0.326559562,0.350065182,0.395944441,0.36963096,0.40827468,0.070760593,1.617651727,1.657603997,1.254754358,0.984984527,1.05219939,0.899058172,0.872793851,0.626246675,0.794889527,0.705335728
92,"Expedia Group, Inc. (NasdaqGS:EXPE)",NasdaqGS:EXPE,Consumer,BBB-,1.215369604,0.195048231,0.310955519,1,0,679.93,713.1222819,6.569652909,0.03914239,-3.240549262,1,0,-0.090570801,-0.010850496,-0.000787693,0.100311886,0.055242279,0.048788387,0.0657926,0.102868108,0.165001219,0.162856902,0.059865239,0.079327544,-1.068901304,-0.148857887,-0.016095749,2.328738202,1.171311847,0.901544402,0.956254797,1.508853681,-4.289727127,5.216216216,0.655933708,2.432922018,-0.096569322,-0.01254603,-0.001297046,0.121085905,0.081774679,0.05044286,0.069095547,0.075597684,0.285981808,0.170178207,0.074374429,0.105038596,1.066230179,1.156263325,1.646638213,1.207094287,1.480291554,1.033911212,1.050202407,0.734899141,1.733210273,1.044955448
93,Fair Isaac Corporation (NYSE:FICO),NYSE:FICO,IT,BB+,5.119198436,1.632997871,2.849106062,1,0,265.86,116.0089288,4.75366716,0.016267753,-4.118570446,0,1,0.192233828,0.165738281,0.132857229,0.1325393,0.106902066,0.083119651,0.072316954,0.059139785,0.050522886,0.095018096,0.109038808,0.04641755,2.15320042,1.972463029,2.430540243,2.688820196,2.436945813,2.283623056,3.084210526,2.290506329,1.826995305,2.21543846,2.338274338,0.357053679,0.354220611,0.33301765,0.369789483,0.424239961,0.405259277,0.397578847,0.506501315,0.504953258,0.484559831,0.726750861,0.450687109,0.11484218,1.842654928,2.009298321,2.783359893,3.200861649,3.790939625,4.783211214,7.003908305,8.538300544,9.590897771,7.648552111
94,FirstEnergy Corp. (NYSE:FE),NYSE:FE,Utilities,BBB-,0.863905146,-0.146292301,0.155747815,0,1,3486.7,501.331793,6.217268143,0.012713654,-4.365078753,0,1,0.499061055,0.593648036,0.577195279,0.609274405,0.633206143,0.537427424,0.443359683,0.471142413,0.531384371,0.477704527,0.537340334,0.064459702,6.176757813,5.773382311,7.590622813,5.229111803,5.679115854,4.967767296,5.060021153,7.903522205,6.812887969,6.148970748,6.134215996,1.021176677,0.375787222,0.405203871,0.420035626,0.419280531,0.518054139,0.448612064,0.477672666,0.488026288,0.518351925,0.499691847,0.457071618,0.050378604,0.752988474,0.682565842,0.727718401,0.688163704,0.818144526,0.834739806,1.077393106,1.035836032,0.975474541,1.046027029
95,FirstGroup plc (LSE:FGP),LSE:FGP,Industrials,BBB-,0.476522893,-0.741239512,0.142504825,0,1,788.472,312.8049393,5.745579799,0.07912562,-2.536718564,1,0,0.76271798,0.620415198,0.526788917,0.51708449,0.494360733,0.489534687,0.51509373,0.372661698,0.728139341,2.547352896,0.757414967,0.639634536,2.656446343,3.662208505,2.50656,2.610543241,2.651663642,1.946638326,1.864630865,1.495256395,6.809279205,-1000.457317,NA,317.2966025,0.373269611,0.381429184,0.281526297,0.291481258,0.285086179,0.240136345,0.212879355,0.160726503,0.392099614,0.286907104,0.290554145,0.07525343,0.489394011,0.614796647,0.534419552,0.563701414,0.576676423,0.49054,0.413282753,0.431293325,0.538495301,0.112629508
96,"FLEETCOR Technologies, Inc. (NYSE:FLT)",NYSE:FLT,IT,BB+,2.178253222,0.778523281,0.414089914,1,0,1027.28,399.1748511,5.989399544,0.020947946,-3.865714657,0,1,0.085590755,0.099873017,0.180596038,0.152745714,0.207842631,0.166686703,0.142759692,0.161759912,0.135196297,0.198658723,0.153170948,0.039308081,1.601098352,2.202339854,4.403221249,2.939272212,3.446617767,3.023567894,2.775628343,2.667415119,2.842826244,2.979545455,2.888153249,0.732340882,0.235644219,0.292024821,0.365596443,0.315318513,0.351439226,0.318507916,0.338129882,0.320063681,0.317001054,0.342305311,0.319603107,0.036245695,2.753150373,2.923961141,2.024387955,2.064336232,1.69089096,1.910817783,2.368524883,1.978634118,2.344746574,1.723082203
97,Flex Ltd. (NasdaqGS:FLEX),NasdaqGS:FLEX,IT,BBB-,0.588122419,-0.530820158,0.115029126,0,1,1175.84,140.2887435,4.943702752,0.017683084,-4.035146827,0,1,0.142940173,0.118128277,0.084158091,0.161014303,0.109600688,0.165892682,0.220517068,0.243380871,0.173740204,0.204930104,0.162430246,0.050700919,0.730128328,0.760351673,0.529479864,1.107768993,0.977342048,1.362219336,1.23737926,1.394772178,1.33033773,1.31183824,1.074161765,0.308858479,0.07198157,0.064342971,0.054947695,0.104077513,0.089054584,0.10704365,0.100589656,0.113813002,0.115913109,0.099373868,0.092113762,0.021330848,0.503578307,0.544687285,0.652910434,0.646386758,0.812536726,0.645258423,0.456153607,0.467633309,0.667163425,0.484915912
98,Flowserve Corporation (NYSE:FLS),NYSE:FLS,Industrials,BBB-,1.507653129,0.410554222,0.413153139,1,0,580.48,191.7897854,5.256399904,0.025964942,-3.651008031,0,1,0.070473094,0.074227591,0.077861516,0.163525456,0.160054792,0.132347583,0.116289093,0.211184086,0.135454031,0.172288468,0.131370571,0.047120784,0.83018617,0.978471978,0.836022781,1.773536896,2.682790905,2.198738966,1.754164974,1.828390264,1.715823037,2.637699281,1.723582525,0.677991189,0.129765122,0.166041257,0.141827697,0.252785557,0.255579859,0.177537929,0.187032905,0.181013709,0.1620035,0.177649585,0.183123712,0.041464765,1.841342756,2.236921,1.821537842,1.545848361,1.596827285,1.341451991,1.608344345,0.857137071,1.196003537,1.0311171
99,"Fluidra, S.A. (BME:FDR)",BME:FDR,Industrials,BB+,1.207890051,0.188875078,0.649943668,1,0,171.64,173.5079262,5.156223282,0.064649614,-2.738773149,1,0,0.407192575,0.347473161,0.345104334,0.281300813,0.188331188,0.100081411,0.267619764,0.266904571,0.079869137,0.201425084,0.248530204,0.106662695,3.048387097,4.689045936,3.24120603,2.606849315,2.044237485,1.76290631,12.46131387,3.892328398,1.723199229,2.222383985,3.769185766,3.199704806,0.250893495,0.267163278,0.229156798,0.23459073,0.211821472,0.20087146,0.258941301,0.257953262,0.208396457,0.306333877,0.242612213,0.032214976,0.616154396,0.768874572,0.664021791,0.833949704,1.124728589,2.00708061,0.967571667,0.966462508,2.609223867,1.520832811
100,Fluor Corporation (NYSE:FLR),NYSE:FLR,Industrials,BBB-,0.690826968,-0.369865895,0.318473133,0,1,694.67,538.4258642,6.288649816,0.093862592,-2.365923353,1,0,-0.243068609,-0.226034864,-0.189857357,-0.193030765,-0.086368847,-0.067995328,-0.06716659,-0.016004573,-0.134940859,-0.340003905,NA,0.099658172,-2.027636221,-1.635894411,-1.022661871,-1.283695854,-0.643221203,-0.809683099,-0.658150577,0.08165646,-1.038641686,-3.365217391,NA,0.94339715,-0.25,-0.266533716,-0.173472127,-0.181105253,-0.054771928,-0.049304759,-0.032771936,-0.00351463,-0.04853758,-0.143538106,-0.120355004,0.094900536,1.028516191,1.179170821,0.913697159,0.938219634,0.634163014,0.725119804,0.487920204,0.219601592,0.359695204,0.422166053
101,Flutter Entertainment plc (LSE:FLTR),LSE:FLTR,Consumer,BB+,4.119394549,1.415706199,5.240675129,1,0,555.43,390.8912837,5.968429475,0.030902744,-3.47691029,1,0,-0.066523099,-0.085230486,-0.08115776,0.007413205,-0.004977623,-0.033459283,0.033405013,0.029428967,0.10841987,0.164818189,0.007213699,0.081552222,-1.080498323,-1.063989409,-1.311150286,0.36476317,-0.093344496,-0.51641651,0.353789986,1.114868805,3.411433927,3.096079042,0.42755359,1.673013996,-0.334173088,-0.320100903,-0.387925414,0.136378683,-0.007236031,-0.049583427,0.030832866,0.080185646,0.17259067,0.175201409,-0.050382959,0.218126222,5.023414345,3.755708975,4.779893076,18.39672294,1.453712116,1.481903475,0.923001167,2.724718316,1.591873066,1.062998019
102,FMC Corporation (NYSE:FMC),NYSE:FMC,Materials,BBB-,1.773982562,0.573227054,0.334954739,1,0,914.62,300.7411356,5.70624988,0.022674171,-3.78652884,0,1,0.089742293,0.148489473,0.162605455,0.246152047,0.154493868,0.194327815,0.204238921,0.199131708,0.157427076,0.148314571,0.170492323,0.042474791,1.062380268,2.145066991,2.278949634,3.837010027,3.812731006,3.462886232,2.328091106,2.523824959,2.395451516,2.051964143,2.589835588,0.871823254,0.202862434,0.336395935,0.298197522,0.332695743,0.302444904,0.317728078,0.258243686,0.315455752,0.282288149,0.266082617,0.291239482,0.04059556,2.260499783,2.265453087,1.833871573,1.351586336,1.957649895,1.635010808,1.264419558,1.58415631,1.793135946,1.79404232
103,Fnac Darty SA (ENXTPA:FNAC),ENXTPA:FNAC,Consumer,BB+,0.258868037,-1.351436855,0.144593594,0,1,287.91,127.4510664,4.847732498,0.074166053,-2.601448735,1,0,NA,-4.814842579,-1.274570983,-1.143289797,0.091377583,0.025438363,-0.012236203,0.710357715,0.398021035,0.443507363,NA,1.714944971,-2.166572876,-3.938074801,-4.452316076,-4.500745156,0.838441331,0.1880216,-0.056964945,3.214544576,3.254219127,2.480409284,NA,3.081460253,-0.169260529,-0.257280192,-0.285302719,-0.290776045,0.035813136,0.012105313,-0.003914794,0.168511576,0.1389089,0.12556694,-0.052562841,0.181984549,0,0.053434809,0.223842158,0.254332756,0.391924746,0.47586839,0.319935335,0.237220731,0.348998891,0.28312256
104,"Foot Locker, Inc. (NYSE:FL)",NYSE:FL,Consumer,BB+,1.473657778,0.387747595,0.501974567,1,0,922.33,187.1627934,5.231978791,0.029431398,-3.525693224,1,0,-0.193129919,-0.116212247,-0.103839442,-0.136442988,-0.133049571,-0.127469277,-0.105696883,0.445944696,0.200098126,0.440998552,0.017120105,0.248502377,-1.052980132,-0.85546416,-0.8474059,-0.807065217,-0.810405644,-0.778494624,-0.845644983,4.498134328,1.716723549,2.261644674,0.247904189,1.911043568,-0.236115236,-0.208775452,-0.232876712,-0.23602649,-0.239322917,-0.182782126,-0.20078534,0.365912885,0.214255289,0.31813153,-0.063838457,0.253974831,1.222572023,1.796501291,2.242661448,1.729854305,1.79875,1.433930826,1.899633508,0.820534224,1.0707511,0.72138906
105,Ford Motor Company (NYSE:F),NYSE:F,Consumer,BB+,0.697733815,-0.359917603,0.064808935,0,1,12077.01,3340.845078,8.113979071,0.020454444,-3.889555085,0,1,0.570756196,0.57453194,0.59412863,0.640725061,0.716028626,0.723099416,0.754944256,0.856685124,0.760231094,0.651341335,0.684247168,0.093714693,7.393756846,7.885553306,11.18276732,6.207725078,8.663821233,8.513122835,9.809973227,15.36377143,19.13835022,6.980689749,10.11395312,4.114227797,0.427684445,0.443033154,0.467219519,0.485881961,0.485394052,0.494394497,0.511331566,0.519975864,0.494819671,0.400832571,0.47305673,0.038184423,0.749329483,0.771120146,0.786394555,0.758331444,0.67789755,0.683715802,0.677310361,0.60696264,0.6508806,0.615395569
106,Fortescue Metals Group Limited (ASX:FMG),ASX:FMG,Materials,BB+,1.156785513,0.145645049,0.526659119,0,1,5855.8,4043.05162,8.304755037,0.165021707,-1.801678257,1,0,0.297621641,0.480989652,0.574314296,0.572580195,0.325670739,0.189835543,0.151898981,0.072747896,0.004973695,-0.057342544,0.26132901,0.228148,2.617283951,1.956352155,1.92705249,3.232014388,1.146772767,0.669804121,1.071256454,0.245829883,0.024076148,-0.186529219,1.270391314,1.140424741,0.408152426,0.504768294,0.31545783,0.336516854,0.268293944,0.137745226,0.174351504,0.10551437,0.011026583,-0.094352253,0.216747478,0.184346602,1.371380203,1.04943691,0.549277342,0.587720037,0.82381962,0.72560293,1.147812202,1.450411293,2.216980084,1.645414509
107,Freeport-McMoRan Inc. (NYSE:FCX),NYSE:FCX,Materials,BB+,0.987962742,-0.012110292,0.32297664,0,1,6231.2,2913.894103,7.977245645,0.065385715,-2.727451475,1,0,-0.005348847,0.31022306,0.394277312,0.502354592,0.372826842,0.241672347,0.230735394,0.275160402,0.085469853,0.026055149,0.24334261,0.165417601,-0.026327466,2.119678442,2.354268136,5.915613055,2.774787535,1.287159649,1.300037552,5.260613978,1.074213406,0.143495866,2.220354015,1.989583289,-0.005022573,0.294944307,0.313051778,0.431951392,0.314977088,0.23191786,0.164013644,0.197358426,0.149060364,0.035421265,0.212767355,0.133841639,0.939001129,0.950749137,0.79398882,0.859853576,0.844834794,0.959637553,0.710830017,0.717248646,1.74401101,1.359472742
108,"FTI Consulting, Inc. (NYSE:FCN)",NYSE:FCN,Industrials,BB+,1.202089229,0.184061067,0.430965436,1,0,262.34,65.70853488,4.185228824,0.021312627,-3.848455552,0,1,0.276919315,0.272727273,0.198462714,0.165055976,0.093867806,0.079883833,-0.014075128,0.026524664,0.039431509,0.011924575,0.115072254,0.107015294,2.226897365,2.18554938,1.9470726,1.642857143,0.906003639,0.933906745,-0.160344828,0.354829034,0.551451931,0.199827487,1.07880505,0.867706727,0.248868381,0.21616136,0.173816692,0.154777927,0.067133998,0.09139642,-0.019545206,0.042506557,0.070425578,0.022412848,0.106795456,0.087742147,0.898703582,0.792591653,0.875815354,0.937729924,0.715197268,1.144116605,1.388634358,1.602529553,1.786022899,1.879551098
